ID	06h_1	06h_2	06h_3	06h_4	12h_5	12h_6	12h_7	12h_8	18h_9	18h_10	18h_11	24h_12	24h_13	24h_14	48h_15	48h_16	48h_17	48h_18	72h_19	72h_20	72h_21	72h_22	96h_23	96h_24	96h_25	96h_26
A0A0B4J2D5	26.139140833500633	24.55773428833193	24.99530390613176	24.221357784425265	24.78837418919723	24.628331296484077	25.034938514825782	25.115785689391235	24.745578503530858	24.997198181333715	25.519191391229793	25.66642287510096	24.99419660387943	25.51635817759381	25.51832594913441	26.10778131448687	24.938500258846513	25.278101842180835	24.18344661216018	24.83604945318656	25.154462492688378	26.211870402969712	24.506124396608808	23.174857158233394	22.60228198821371	23.70127714888708
A0A0U1RQV5	20.913462510946346	18.580898634064688	19.963785713620304	19.734565572430746	21.83934086810416	19.693158120481105	19.286989514377076	19.72623704460086	19.07261274553623	18.964834430014232	19.95821522456259	19.885980898956024	19.67433072393024	20.135525864269283	20.351886861921074	20.188578133593172	19.82992760615633	21.21374499233094	19.882259227302782	20.186629918592327	21.255021201592626	18.850184839692737	20.926640616469477	20.26108435262875	20.21076174152242	20.321765313334428
A0A2R8Y747	21.296651703035923	21.212497230690943	21.382576847962035	22.115765672019663	21.339542900069723	21.402631916673172	21.208489276649562	21.28870955149414	21.356095436587175	21.28115013166924	21.236273858899214	20.31272314660123	21.40132874579839	21.182799225001663	21.251662998831435	21.127404778364326	21.236925444336602	21.24534148688489	21.265943310316253	21.264675083013863	21.186301757195352	21.24660971418729	21.289027020214597	21.241257256398583	21.207942521929343	21.260660739672332
A0A3B3IU88	20.27832572707754	20.252872001373472	20.35011793928478	20.311450942912746	20.18880536211287	20.36448733931949	20.221919457089257	20.925512360966056	20.1177544372175	20.379049217871156	20.26312036286908	19.89423898194346	20.272425997522596	20.05121620471964	20.20831605125586	20.20161926604941	20.239853236379272	20.234975935707777	20.301477828576672	20.26467530585306	20.219051106358844	20.25846975401864	20.222671108377032	20.217211751433325	20.23670249998496	20.266704125305548
A0FGR8	15.843824887285304	18.228028819989333	17.771116910457902	17.455079380644925	18.32923626502548	17.493874611416132	18.053682550921323	19.990571372406183	18.26988651080128	18.514094482471368	18.05143879708279	18.100504225801323	18.136385753660853	18.296719180132307	18.05616406841799	18.64059261812051	18.148135835938405	18.35322655833053	19.290958868510558	18.9406693179714	17.97573848035969	18.462791978853897	18.251539837484476	17.942577842399977	18.023346681308475	18.06892259816861
A0M8Q6	20.55001585573804	22.398836658079862	21.56465904444746	22.882385479856772	19.530195285617587	21.51825180708071	18.627684863345852	23.034912897621687	23.03342167385263	22.765803721586366	20.218684857580257	21.29232163439793	22.029037189183192	23.07312970205895	20.010590273514357	23.187282028480062	22.671148869421856	19.09990248799764	22.153062683891218	22.964039913205887	21.050537821279374	22.022594122095207	21.459813709799565	20.12563790051614	19.744891314714028	18.348819910530757
A0MZ66	23.061626564805245	22.970861046284597	23.0799499497425	22.63475790742003	22.759868182631887	22.944637234039483	22.36346512036669	23.115205064786554	22.776845156882764	22.9433738068257	22.025246755738532	22.578457453947905	23.160295004848564	24.068247765965523	22.708771162438094	23.41206114579962	22.98458315959524	23.898087717987433	23.10206957603484	23.118862469092228	22.916020119394407	22.902643250726317	22.585603948473764	24.029951657588533	23.34154551492941	24.413875696010223
A2VDF0	19.632369972573365	20.115561266661174	21.808814541281027	20.46767463895412	20.351271364116197	20.502673871569904	19.556749198186907	21.790470921590494	20.472992938457782	20.37156832022803	19.267178970208203	20.659824413663692	20.363253529037873	19.417879164245587	19.110059859485716	19.357568685665512	20.095295741920644	18.953307621157045	20.375817433921565	19.80407458816979	15.722735824201814	19.27864225791046	19.504570074600082	19.369917722980997	19.171104082853414	19.27937600269808
A6ND91	21.630367806502406	21.73562940294151	21.452050818758867	21.170157638527293	21.284283826472763	22.22595674860538	21.430426966033068	21.198813305399597	21.534113225505642	21.787301777277417	21.565899766551233	21.82700818012279	22.43967872595467	21.766099845751146	21.416309711101473	21.73194953386796	21.663001818302362	21.720234548202043	22.372600928451835	21.997032118095703	21.566200850724016	21.731246564557324	21.742379783735373	21.444489870355746	21.428429190528906	20.590868152674666
A6NDB9	20.218984202563746	21.072745169701804	21.952701219161174	22.188964001459055	21.63127568555809	21.705170728294608	23.164319336178075	22.007278343413212	21.138934202389738	22.06895223129639	20.85379430797716	21.529541464130833	21.759872004480627	20.584221087133702	21.856754414646897	22.506224004637254	20.889037564779713	22.083046614799603	22.090075248355483	21.13524934051469	21.830745502010814	22.359193025546592	21.48506351401107	21.59661139221847	22.450812707684097	22.75631300734304
